ubigeo	entidad	municipio	parroquia	lat	lon	capital
141001	Mérida	Julio Cesar Salas	Julio Cesar Salas	9.23014420	-70.91901320	t
141101	Mérida	Justo Briceño	Justo Briceño	8.96694800	-70.93090240	t
141301	Mérida	Miranda	Miranda	8.98339680	-70.74002940	t
141401	Mérida	Obispo Ramos de Lora	Obispo Ramos de Lora	8.86527950	-71.40618760	t
142001	Mérida	Sucre	Sucre	8.50571300	-71.38838850	t
121101	Guárico	José Félix Ribas	Tucupido	9.27274570	-65.76986630	t
142201	Mérida	Tulio Febres Cordero	Tulio Febres Cordero	9.05891150	-71.07354760	t
030101	Anzoátegui	Anaco	Anaco	9.42922970	-64.46742030	t
160101	Monagas	Acosta	Acosta	10.09642060	-63.74591440	t
160401	Monagas	Caripe	Caripe	10.17569110	-63.50685200	t
160501	Monagas	Cedeño	Cedeño	9.83650740	-63.81679320	t
160601	Monagas	Ezequiel Zamora	Ezequiel Zamora	9.32416520	-63.01475780	t
160701	Monagas	Libertador	Libertador	9.72993440	-63.18853200	t
160801	Monagas	Maturin	Maturin	9.73339060	-63.19143170	t
160901	Monagas	Piar	Piar	9.96659980	-63.48832800	t
161001	Monagas	Punceres	Punceres	8.99564880	-62.35211520	t
161201	Monagas	Sotillo	Sotillo	8.67455270	-62.40345970	t
170301	Nueva Esparta	Diaz	Diaz	10.97570720	-63.98544600	t
170401	Nueva Esparta	Garcia	Garcia	10.97210220	-63.87597980	t
170601	Nueva Esparta	Maneiro	Maneiro	10.99587630	-63.80174080	t
170701	Nueva Esparta	Marcano	Marcano	11.08395760	-63.97010960	t
170901	Nueva Esparta	Peninsula de Macanao	Peninsula de Macanao	11.00000000	-64.25000000	t
171001	Nueva Esparta	Tubores	Tubores	10.91275910	-64.12416460	t
171101	Nueva Esparta	Villalba	Villalba	10.78289020	-63.94678990	t
180201	Portuguesa	Araure	Araure	9.57437540	-69.22815310	t
180301	Portuguesa	Esteller	Esteller	9.37255750	-69.20964540	t
180401	Portuguesa	Guanare	Guanare	9.03712790	-69.72869280	t
180501	Portuguesa	Guanarito	Guanarito	8.69954840	-69.21027250	t
180701	Portuguesa	Ospino	Ospino	9.29663180	-69.45759790	t
180801	Portuguesa	Paez	Paez	9.58339940	-69.18913320	t
180901	Portuguesa	Papelon	Papelon	8.94202170	-69.46206710	t
181001	Portuguesa	San Genaro de Boconoito	San Genaro de Boconoito	8.84666180	-69.97289990	t
181201	Portuguesa	Santa Rosalia	Santa Rosalia	9.03333300	-69.01666700	t
181301	Portuguesa	Sucre	Sucre	9.03691090	-69.75381480	t
181401	Portuguesa	Turen	Turen	9.33102390	-69.11490510	t
170501	Nueva Esparta	Gómez	Gomez	11.09721420	-63.95753140	t
220901	Yaracuy	Nirgua	Nirgua	10.15582570	-68.56346820	t
221001	Yaracuy	Peña	Peña	10.16632300	-69.07317990	t
221101	Yaracuy	San Felipe	San Felipe	10.28027800	-68.75389000	t
221401	Yaracuy	Veroes	Veroes	10.44339890	-68.47701830	t
030201	Anzoátegui	Aragua	Aragua	9.17638770	-64.76365920	t
030901	Anzoátegui	Juan Manuel Cajigal	Juan Manuel Cajigal	9.53204720	-65.14325180	t
031601	Anzoátegui	San Juan de Capistrano	San Juan de Capistrano	10.07133120	-65.45197730	t
121201	Guárico	Juan German Roscio	San Juan de Los Morros	9.91267040	-67.36145860	t
140401	Mérida	Aricagua	Aricagua	8.22569800	-71.14457700	t
140501	Mérida	Arzobispo Chacon	Arzobispo Chacon	8.09017810	-71.42993640	t
140701	Mérida	Caracciolo Parra Olmedo	Caracciolo Parra Olmedo	8.83565540	-71.23990370	t
141701	Mérida	Rangel	Rangel	8.73182280	-70.85956200	t
141801	Mérida	Rivas Davila	Rivas Davila	8.21351270	-71.83341450	t
142301	Mérida	Zea	Zea	8.38026720	-71.78448930	t
180601	Portuguesa	Monseñor Jose Vicente de Unda	Mons Jose Vicente de Unda	9.45600460	-69.97165380	t
181101	Portuguesa	San Rafael de Onoto	San Rafael de Onoto	9.65822760	-68.97184290	t
120101	Guárico	Camaguan	Camaguan	8.11046390	-67.60959670	t
120401	Guárico	San Geronimo de Guayabal	San Geronimo de Guayabal	8.00119050	-67.39503390	t
120501	Guárico	Leonardo Infante	Valle de La Pascua	9.22171780	-65.97948070	t
120601	Guárico	Las Mercedes	Las Mercedes	9.91750750	-67.35545040	t
120701	Guárico	Julian Mellado	El Sombrero	9.38875160	-67.06135280	t
120801	Guárico	Francisco de Miranda	Calabozo	8.91800890	-67.41589250	t
120901	Guárico	Jose Tadeo Monagas	Altagracia de Orituco	9.85632540	-66.37358410	t
201101	Táchira	Capacho Nuevo	Independencia	7.82517500	-72.31298090	t
